gene	number
BRCA2	14
ATM	9
RB1	5
APC	4
ATR	4
BRCA1	4
BRIP1	4
POLE	4
BLM	3
ERCC4	3
MSH2	3
MSH6	3
PALB2	3
TP53	3
DICER1	2
FANCA	2
SDHA	2
TSC1	2
VHL	2
WRN	2
AR	1
ASXL1	1
ATP7B	1
CBL	1
CDK4	1
CSF3R	1
DNMT3A	1
DPYD	1
ERBB4	1
EXT2	1
FANCC	1
FANCE	1
FANCG	1
FH	1
GLB1	1
GSS	1
IDH2	1
JAK2	1
MEN1	1
MET	1
MPL	1
MRE11A	1
MUTYH	1
RAD51	1
RAD51D	1
RECQL	1
RET	1
SBDS	1
SDHB	1
SF3B1	1
SMAD4	1
TSC2	1
UGT1A1	1
WT1	1
